g233.t1	XP_037046510.1	75.912	411	99	0	4	414	4	414	0.0	680	N/A	38358	piggyBac transposable element-derived protein 2-like [Bradysia coprophila]
g233.t1	XP_065365257.1	56.145	415	174	3	4	412	37	449	9.67e-172	503	N/A	7373	piggyBac transposable element-derived protein 3-like [Calliphora vicina]
g233.t1	XP_065356354.1	56.386	415	173	3	4	412	136	548	1.21e-171	505	N/A	7373	piggyBac transposable element-derived protein 3-like [Calliphora vicina]
g233.t1	KAJ6640351.1	57.664	411	103	3	4	414	132	471	1.38e-171	502	N/A	35572	PiggyBac transposable element-derived protein 3 [Pseudolycoriella hygida]
g233.t1	XP_065370970.1	55.932	413	179	2	4	414	198	609	4.43e-167	495	N/A	7373	piggyBac transposable element-derived protein 3-like, partial [Calliphora vicina]
g233.t1	KAJ6639409.1	58.881	411	87	2	4	414	182	510	8.91e-167	499	N/A	35572	PiggyBac transposable element-derived protein 2, partial [Pseudolycoriella hygida]
g233.t1	XP_065355426.1	55.932	413	179	2	4	414	198	609	1.82e-166	496	N/A	7373	piggyBac transposable element-derived protein 3-like [Calliphora vicina]
g233.t1	XP_065359124.1	55.932	413	179	2	4	414	242	653	7.98e-166	494	N/A	7373	piggyBac transposable element-derived protein 3-like [Calliphora vicina]
g233.t1	XP_065356378.1	55.932	413	179	2	4	414	198	609	2.54e-165	494	N/A	7373	piggyBac transposable element-derived protein 3-like [Calliphora vicina]
g233.t1	XP_055307302.1	54.106	414	186	4	4	415	189	600	6.87e-164	486	N/A	263140	piggyBac transposable element-derived protein 3-like [Sitodiplosis mosellana]
g233.t1	XP_049308566.1	52.300	413	191	3	4	411	66	477	7.98e-158	465	N/A	27457	piggyBac transposable element-derived protein 3-like [Bactrocera dorsalis]
g233.t1	XP_049310811.1	52.300	413	191	3	4	411	157	568	2.91e-156	466	N/A	27457	piggyBac transposable element-derived protein 3-like isoform X2 [Bactrocera dorsalis]
g233.t1	XP_049310810.1	52.300	413	191	3	4	411	163	574	3.15e-156	467	N/A	27457	piggyBac transposable element-derived protein 3-like isoform X1 [Bactrocera dorsalis]
g233.t1	XP_049313796.1	58.807	352	142	3	4	354	177	526	1.66e-150	448	N/A	27457	piggyBac transposable element-derived protein 3-like [Bactrocera dorsalis]
g233.t1	XP_050329110.1	57.817	339	140	3	78	415	2	338	4.04e-149	438	N/A	98809	piggyBac transposable element-derived protein 3-like [Bactrocera neohumeralis]
g233.t1	XP_064470183.1	50.000	412	205	1	3	414	171	581	1.10e-148	448	N/A	34597	piggyBac transposable element-derived protein 3-like [Ornithodoros turicata]
g233.t1	XP_064469908.1	49.515	412	207	1	3	414	125	535	1.59e-148	446	N/A	34597	piggyBac transposable element-derived protein 3-like [Ornithodoros turicata]
g233.t1	XP_064486109.1	49.515	412	207	1	3	414	135	545	7.17e-148	444	N/A	34597	piggyBac transposable element-derived protein 3-like [Ornithodoros turicata]
g233.t1	XP_039297935.1	50.000	412	205	1	3	414	129	539	1.36e-146	439	N/A	108931	piggyBac transposable element-derived protein 3-like [Nilaparvata lugens]
g233.t1	KAJ8911109.1	49.024	410	208	1	5	414	126	534	2.60e-146	440	N/A	1586481	hypothetical protein NQ315_003371 [Exocentrus adspersus]
g233.t1	XP_022191598.2	49.515	412	206	2	2	413	131	540	4.91e-146	439	N/A	108931	piggyBac transposable element-derived protein 3-like [Nilaparvata lugens]
g233.t1	KAL0879286.1	52.311	411	195	1	4	414	175	584	1.12e-145	440	N/A	481309	hypothetical protein ABMA27_003065 [Loxostege sticticalis]
g233.t1	KAL0879635.1	52.311	411	195	1	4	414	175	584	3.52e-145	439	N/A	481309	hypothetical protein ABMA27_003350 [Loxostege sticticalis]
g233.t1	KAL0879279.1	53.181	393	183	1	22	414	2	393	6.76e-143	426	N/A	481309	hypothetical protein ABMA27_003059 [Loxostege sticticalis]
g233.t1	XP_045105212.1	49.756	410	204	2	5	414	150	557	1.76e-142	431	N/A	210409	piggyBac transposable element-derived protein 3-like [Portunus trituberculatus]
g233.t1	XP_026687210.1	49.751	402	201	1	5	406	110	510	3.39e-142	429	N/A	121845	piggyBac transposable element-derived protein 3-like [Diaphorina citri]
g233.t1	XP_055551627.1	50.120	417	201	4	1	414	204	616	6.74e-142	431	N/A	174621	piggyBac transposable element-derived protein 3-like isoform X1 [Wyeomyia smithii]
g233.t1	XP_063912262.1	49.512	410	206	1	5	414	96	504	9.92e-142	427	N/A	2755281	piggyBac transposable element-derived protein 3-like [Zophobas morio]
g233.t1	XP_069669521.1	47.087	412	217	1	4	415	216	626	7.67e-141	429	N/A	6978	piggyBac transposable element-derived protein 3-like isoform X1 [Periplaneta americana]
g233.t1	XP_069669522.1	47.087	412	217	1	4	415	215	625	1.12e-140	429	N/A	6978	piggyBac transposable element-derived protein 3-like isoform X2 [Periplaneta americana]
g233.t1	KAJ8914116.1	48.780	410	209	1	5	414	680	1088	4.63e-139	437	N/A	1586481	hypothetical protein NQ315_016191 [Exocentrus adspersus]
g233.t1	PSN39722.1	49.272	412	206	3	4	414	41	450	4.91e-139	418	N/A	6973	PiggyBac transposable element-derived protein 3 [Blattella germanica]
g233.t1	XP_044766255.1	48.077	416	209	4	5	414	56	470	1.79e-138	417	N/A	41139	piggyBac transposable element-derived protein 3-like [Coccinella septempunctata]
g233.t1	KAF0714657.1	48.894	407	205	3	5	411	164	567	3.64e-138	420	N/A	307492	piggyBac transposable element-derived protein 3-like, partial [Aphis craccivora]
g233.t1	RVE42918.1	50.000	406	197	4	9	414	116	515	2.06e-137	416	N/A	168631	hypothetical protein evm_012446 [Chilo suppressalis]
g233.t1	XP_039297544.1	48.426	413	207	3	4	413	137	546	6.67e-137	416	N/A	108931	piggyBac transposable element-derived protein 3-like [Nilaparvata lugens]
g233.t1	KAJ2937338.1	47.573	412	215	1	3	414	35	445	2.31e-136	412	N/A	702717	hypothetical protein O0L34_g19219 [Tuta absoluta]
g233.t1	XP_044766308.1	49.604	379	191	0	5	383	106	484	3.57e-136	410	N/A	41139	piggyBac transposable element-derived protein 3-like [Coccinella septempunctata]
g233.t1	RVE46821.1	50.000	406	197	4	9	414	116	515	8.24e-136	414	N/A	168631	hypothetical protein evm_008529 [Chilo suppressalis]
